1,1726,5.0
1,6128,5.0
1,7962,5.0
1,8523,5.0
1,9159,5.0
1,9807,5.0
1,16685,5.0
1,16691,5.0
1,16776,5.0
1,22686,5.0
1,22982,5.0
1,25823,5.0
1,25849,5.0
1,28450,5.0
1,39774,5.0
1,55355,5.0
1,57636,5.0
1,60670,5.0
1,61907,5.0
1,62821,5.0
1,71823,5.0
1,75369,5.0
1,75372,5.0
1,75391,5.0
1,76039,5.0
1,79151,5.0
1,82090,5.0
1,82374,5.0
1,84551,5.0
1,87763,5.0
1,91059,5.0
1,95356,5.0
1,95365,5.0
1,97816,5.0
1,97820,5.0
1,103557,5.0
1,105628,5.0
1,110644,5.0
1,111230,5.0
1,120724,5.0
1,120913,5.0
1,125539,5.0
1,125943,5.0
1,129662,5.0
1,129663,5.0
1,129664,5.0
1,129665,5.0
1,129667,5.0
1,129668,5.0
1,129669,5.0
1,129670,5.0
1,129671,5.0
1,129674,5.0
1,129677,5.0
1,129678,5.0
1,129679,5.0
1,129680,5.0
1,129682,5.0
1,129685,5.0
1,129686,5.0
1,129688,5.0
1,129689,5.0
1,129690,5.0
1,129692,5.0
1,129693,5.0
1,129695,5.0
1,129696,5.0
1,129699,5.0
1,129702,5.0
1,129705,5.0
1,129707,5.0
1,129708,5.0
1,129710,5.0
1,129711,5.0
1,129712,5.0
1,129713,5.0
1,129714,5.0
1,129715,5.0
1,129716,5.0
1,129718,5.0
1,129719,5.0
1,129721,5.0
1,129722,5.0
1,129724,5.0
1,129725,5.0
1,129727,5.0
1,129728,5.0
1,129731,5.0
1,129732,5.0
1,129733,5.0
1,129737,5.0
1,129738,5.0
1,129740,5.0
1,129741,5.0
1,129742,5.0
1,129743,5.0
1,129745,5.0
1,129746,5.0
1,129747,5.0
1,129748,5.0
1,129750,5.0
1,129751,5.0
1,129755,5.0
1,129757,5.0
1,129758,5.0
1,129759,5.0
1,129760,5.0
1,129761,5.0
1,129764,5.0
1,129765,5.0
1,129766,5.0
1,129767,5.0
1,129769,5.0
1,129772,5.0
1,129773,5.0
1,129774,5.0
1,129776,5.0
1,129777,5.0
1,129778,5.0
1,129779,5.0
1,129780,5.0
1,129781,5.0
1,129783,5.0
1,129788,5.0
1,129789,5.0
1,129793,5.0
1,129794,5.0
1,129795,5.0
1,129796,5.0
1,129797,5.0
1,129798,5.0
1,129800,5.0
1,129801,5.0
1,129803,5.0
1,129804,5.0
1,129805,5.0
1,129807,5.0
1,129809,5.0
1,129812,5.0
1,129814,5.0
1,129816,5.0
1,129818,5.0
1,129819,5.0
1,129821,5.0
1,129824,5.0
1,129825,5.0
1,129827,5.0
1,129829,5.0
1,129830,5.0
1,129831,5.0
1,129832,5.0
1,129833,5.0
1,129834,5.0
1,129836,5.0
1,129838,5.0
1,129839,5.0
1,129841,5.0
1,129842,5.0
1,129844,5.0
1,129849,5.0
1,129851,5.0
1,129855,5.0
1,129857,5.0
1,129859,5.0
1,129861,5.0
1,129862,5.0
1,129863,5.0
1,129864,5.0
1,129866,5.0
1,129868,5.0
1,129869,5.0
1,129870,5.0
1,129871,5.0
1,129872,5.0
1,129873,5.0
1,129876,5.0
1,129879,5.0
1,129880,5.0
1,129881,5.0
1,129883,5.0
1,129884,5.0
1,129885,5.0
1,129887,5.0
1,129888,5.0
1,129889,5.0
1,129890,5.0
1,129891,5.0
1,129893,5.0
1,129894,5.0
1,129895,5.0
1,129898,5.0
1,129899,5.0
1,129900,5.0
1,129901,5.0
1,129902,5.0
1,129905,5.0
1,129906,5.0
1,129907,5.0
1,129909,5.0
1,129910,5.0
1,129912,5.0
1,129913,5.0
1,129915,5.0
1,129916,5.0
1,129920,5.0
1,129921,5.0
1,129922,5.0
1,129923,5.0
1,129924,5.0
1,129925,5.0
1,129926,5.0
1,129928,5.0
1,129929,5.0
1,129930,5.0
1,129931,5.0
1,129932,5.0
1,129935,5.0
1,129936,5.0
1,129937,5.0
1,129938,5.0
1,129939,5.0
1,129941,5.0
1,129942,5.0
1,129943,5.0
1,129944,5.0
1,129945,5.0
1,129949,5.0
1,129950,5.0
1,129951,5.0
1,129953,5.0
1,129954,5.0
1,129955,5.0
1,129956,5.0
1,129957,5.0
1,129958,5.0
1,129959,5.0
1,129960,5.0
1,129961,5.0
1,129962,5.0
1,129963,5.0
1,129964,5.0
1,129965,5.0
1,129966,5.0
1,129968,5.0
1,129969,5.0
1,129970,5.0
1,129974,5.0
1,129976,5.0
1,129980,5.0
1,129981,5.0
1,129982,5.0
1,129983,5.0
1,129984,5.0
1,129986,5.0
1,129987,5.0
1,129988,5.0
1,129990,5.0
1,129992,5.0
1,129993,5.0
1,129994,5.0
1,129995,5.0
1,129996,5.0
1,129998,5.0
1,129999,5.0
1,130000,5.0
1,130001,5.0
1,130002,5.0
1,130003,5.0
1,130005,5.0
1,130006,5.0
1,130008,5.0
1,130009,5.0
1,130010,5.0
1,130012,5.0
1,130013,5.0
1,130015,5.0
1,130016,5.0
1,130019,5.0
1,130020,5.0
1,130023,5.0
1,130024,5.0
1,130025,5.0
1,130028,5.0
1,130029,5.0
1,130030,5.0
1,130031,5.0
1,130032,5.0
1,130034,5.0
1,130035,5.0
1,130037,5.0
1,130038,5.0
1,130040,5.0
1,130041,5.0
1,130043,5.0
1,130044,5.0
1,130046,5.0
1,130047,5.0
1,130050,5.0
1,130051,5.0
